symbol	ensgene	chr	start	end	strand	biotype	description	Control_0w1	Control_0w2	Control_0w3	Control_2w1	Control_2w2	Control_2w3	Control_8w1	Control_8w2	Control_8w3	Control_16w1	Control_16w2	Control_16w3	disease_2w1	disease_2w2	disease_2w3	disease_8w1	disease_8w2	disease_8w3	disease_16w1	disease_16w2	disease_16w3	2WAvgreadControl	2W_Avgreaddisease	2W_logConc	2W_pVal	2W_adj.pVal	8WAvgreadControl	8W_Avgreaddisease	8W_logConc	8W_pVal	8W_adj.pVal	16WAvgreadControl	16W_Avgreaddisease	16W_logConc	16W_pVal	16W_adj.pVal
Mpst	ENSRNOG00000000185	7	119626637	119631425	1	protein_coding	mercaptopyruvate sulfurtransferase 	357.6	313	277.8	275.4	293.1	281.9	234.3	270.5	316.7	233	288.5	301.1	261.4	273.5	233.8	256.6	263.1	267.9	243.7	265.6	243.8	283.5097075	256.2433358	-0.145791483	0.471	1	273.8631	262.501912	-0.06139895	0.772	0.942	274.1996299	251.0310966	-0.125	0.534	0.821
Tst	ENSRNOG00000000186	7	119616324	119623072	-1	protein_coding	thiosulfate sulfurtransferase 	55.9	65.5	66.8	40.8	59.7	49.7	54.6	48.5	79.4	44.9	62.6	65	28.4	43.5	42	42.8	45.8	45	28.6	51.7	43.8	50.05628328	37.94902279	-0.402	0.137743198	0.971251484	60.80751205	44.54777191	-0.45	0.082692313	0.295766192	57.48065953	41.39092487	-0.459	0.0713	0.264
Csf2rb	ENSRNOG00000000187	7	119554354	119568776	1	protein_coding	colony stimulating factor 2 receptor beta common subunit 	126.8	169.7	276.7	203.4	151	205.8	518.1	367.8	152.8	526.7	204.5	313.8	144.9	196.8	159.5	122.6	362.6	227.8	228.9	126.3	214.5	186.7653323	167.0757226	-0.159269413	0.446	1	346.2305555	237.6476363	-0.546434764	0.00741	0.0519	348.3436827	189.922143	-0.8814395	0.0000187	0.000529
Ep300	ENSRNOG00000000190	7	122818975	122861296	1	protein_coding	E1A binding protein p300 	1103.9	1086.9	1138.2	1143.9	1162.7	1164.2	1126.9	1107.1	1081.6	1027.2	1106.8	1218.2	1177.5	1124.3	1288.6	1327	1235.6	1260.2	1295	1240.7	1224.4	1156.94534	1196.80422	0.048804337	0.800111455	1	1105.223763	1274.287454	0.205417736	0.285199401	0.618704037	1117.404283	1253.332703	0.166	0.388	0.716
Syncrip	ENSRNOG00000000204	8	96105025	96266342	-1	protein_coding	"synaptotagmin binding, cytoplasmic RNA interacting protein "	605.8	895.5	827.1	931.9	794.3	872.2	1020.3	905.5	879.3	895.8	781.4	787	873.5	896.3	883.6	909.9	819.8	877	914.2	784	795.9	866.1058411	884.4434924	0.030300401	0.877	1	935.0664583	868.8974303	-0.105679298	0.585	0.858	821.3914788	831.3700278	0.0169	0.93	0.992
Ano10	ENSRNOG00000000219	8	130813214	130930990	-1	protein_coding	anoctamin 10 	879.3	1031.1	811.8	843.4	922.7	899.5	947.7	959.5	1168.9	1036.1	1212.5	971.7	846.1	849.6	685.6	756.8	954.8	784.1	829.2	989	823.7	888.5338263	793.7860371	-0.162567803	0.4	1	1025.360125	831.8804466	-0.301972945	0.118	0.372	1073.461214	880.6303096	-0.285	0.138	0.41
Abhd5	ENSRNOG00000000221	8	130973201	131001458	1	protein_coding	abhydrolase domain containing 5 	515.5	452.3	540.6	506.5	508	475.6	481.7	415.1	427.3	450.6	436.4	453.3	500.6	563.7	618.7	623.4	489.2	541.6	600.4	528.3	517.6	496.6891131	561.0056809	0.175314073	0.37	1	441.3493036	551.4180813	0.321707661	0.103	0.341	446.762825	548.7715585	0.296	0.131	0.396
Lmf1	ENSRNOG00000000230	10	14945265	15031942	1	protein_coding	lipase maturation factor 1 	186.4	180.2	168.5	147.9	159.7	151.1	142.1	166.2	184.2	163.2	187.9	178.4	165.1	150.2	127.6	142.3	150.6	158.4	135	165.2	160.4	152.9125644	147.6475408	-0.0503	0.825	1	164.1545685	150.459539	-0.126	0.562	0.843	176.4955191	153.531989	-0.199	0.347	0.681
Kctd17	ENSRNOG00000000231	7	119647375	119658148	1	protein_coding	potassium channel tetramerization domain containing 17 	250.6	371.2	210.1	260.5	214.5	231.2	242.7	296.9	354.9	364.4	417.8	312.8	180.4	215.4	141	155.7	283.1	163.2	202.7	231.8	191.9	235.4293755	178.9163107	-0.39490513	0.055213549	0.641668708	298.157347	200.6828145	-0.573989794	0.005413969	0.040897847	365.0159531	208.8130151	-0.804856384	0.0000731	0.001536258
Zfp207	ENSRNOG00000000236	10	67762995	67774787	1	protein_coding	zinc finger protein 207 	1117.4	1163.7	1245.2	1210.8	1116.6	1270.7	1233.1	1196.5	1122.2	1076.2	1072.9	1037.8	1191.7	1089.1	1215.6	1168	1127.6	1299.4	1174.4	1122.3	1168.8	1199.372492	1165.452235	-0.041310002	0.830422399	1	1183.942928	1198.346851	0.017509062	0.9292375	0.995538994	1062.303791	1155.168649	0.121	0.53	0.819
RGD1310429	ENSRNOG00000000237	10	67739103	67751002	-1	protein_coding	similar to Protein Njmu-R1 	121.5	133.8	131.5	128.3	142.4	122.7	115.8	110.1	122.5	127	142.7	130.1	139.8	139.9	137.3	149.5	120.2	137.9	140.5	132.3	143.2	131.1695507	139.0144076	0.08271018	0.71	1	116.1315693	135.8777775	0.227762701	0.307	0.642	133.2610953	138.6556454	0.0576	0.792	0.954
Ccl7	ENSRNOG00000000239	10	69423086	69424979	1	protein_coding	C-C motif chemokine ligand 7 	4.8	15.3	11.1	12.6	6.8	10.1	38.1	19.6	10.5	32.7	13.4	12.7	8.1	6.3	11	6.2	61	6.7	5.9	9	3.6	9.863401667	8.442241573	-0.218610616	0.635	1	22.74384874	24.66595932	0.079703045	0.784	0.946	19.60238447	6.159745126	-1.679603525	0.0000616	0.00134
Coil	ENSRNOG00000000244	10	76320041	76341418	1	protein_coding	coilin 	78.8	93	102.4	96.4	100.6	75.1	72.6	90.6	113.2	108.5	91.4	92.4	81.1	89.1	90.7	82.4	80.8	80.2	79.7	87.6	76.4	90.6906522	86.97252201	-0.063219453	0.798	1	92.10926958	81.12043315	-0.183611164	0.441	0.761	97.43813872	81.20039271	-0.265	0.256	0.582
Slc16a6	ENSRNOG00000000245	10	97735548	97756521	-1	protein_coding	"solute carrier family 16, member 6 "	116.6	104.3	119.2	97.9	137.4	93.3	118.3	126.1	131.5	147.5	154	162.6	128.7	115	116.3	120.3	112.4	107.5	109.1	103.5	134.8	109.555146	120.0107861	0.128696669	0.562	1	125.274349	113.4145097	-0.142821208	0.533	0.826	154.7059086	115.7608594	-0.418	0.0525	0.214
Amz2	ENSRNOG00000000246	10	97710905	97721440	1	protein_coding	archaelysin family metallopeptidase 2 	478	478	459.4	507.4	486.5	477.7	436.2	479.1	523.7	440.8	508.2	500.5	488.4	503.6	496	460	475.9	457.6	481.3	510.4	480.5	490.5226805	496.0116655	0.015964502	0.938414818	1	479.6704405	464.4697744	-0.046576507	0.817368216	0.957316431	483.1549954	490.7577283	0.0232	0.912	0.987
Mfsd11	ENSRNOG00000000247	10	105796680	105815696	1	protein_coding	major facilitator superfamily domain containing 11 	305.4	302.6	281.1	309.4	318.4	303.2	293.2	403.8	237.7	287.5	293.6	293.8	313.1	307.7	285.8	315.8	326.4	328.5	337.1	324.3	305.1	310.3353546	302.2037625	-0.038369809	0.854	1	311.5621547	323.5443762	0.054380434	0.792	0.949	291.6414869	322.1740464	0.144	0.479	0.781
Srsf2	ENSRNOG00000000248	10	105792779	105795958	-1	protein_coding	serine and arginine rich splicing factor 2 	1986.1	1746	1959.8	1936.6	1951.8	1870.1	2284.3	1966.9	1945.2	2094.1	1810.2	1632.8	1952.7	1870.4	2182.1	2054.8	1995.3	1910.4	2084.2	1952	1943.9	1919.501215	2001.712414	0.0604	0.751	1	2065.428918	1986.811516	-0.0559	0.77	0.941	1845.708432	1993.366814	0.111	0.56	0.837
Mettl23	ENSRNOG00000000249	10	105787935	105792598	1	protein_coding	methyltransferase like 23 	46.2	66.4	89.8	79.5	53	88.2	67.5	77.8	67.5	53.4	78	77.6	109.4	106.7	87.7	74.7	72.1	74.3	82.2	88.5	101.4	73.54505227	101.2670513	0.466	0.0432	0.562	70.92254099	73.68646609	0.0556	0.835	0.965	69.64073085	90.71292648	0.389	0.106	0.345
Jmjd6	ENSRNOG00000000250	10	105781753	105787803	-1	protein_coding	jumonji domain containing 6 	210.1	184.9	222.8	170.1	176.7	222.1	327.6	269.3	185	189.7	193	169	156	134.7	135.2	147.2	218	168.1	191.7	157.2	164.1	189.6182892	141.9771191	-0.415769995	0.0486	0.603	260.6091026	177.7796709	-0.553040621	0.00771	0.0535	183.8908828	171.0077059	-0.106	0.623	0.871
St6galnac1	ENSRNOG00000000251	10	105713317	105723700	-1	protein_coding	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 "	6.1	2.8	4.5	9.8	12	8.1	7.1	3.6	11	5.8	6.2	8.4	8.1	3.2	12	10.2	15.1	7.8	16	7	8.2	9.97275703	7.754503661	-0.374	0.467	1	7.267699904	11.05876248	0.586	0.214	0.531	6.777001839	10.39482848	0.61	0.204	0.514
Smpd3	ENSRNOG00000000257	19	38237965	38321528	-1	protein_coding	sphingomyelin phosphodiesterase 3 	102.6	292.5	243.9	264.1	209.7	233.3	194.3	339.4	194.9	582.9	191.2	263.6	201.7	291	159.9	188.2	356.2	206.2	195.3	153.2	181.3	235.6984212	217.5051549	-0.114838941	0.578	1	242.8726166	250.2338665	0.040343584	0.839	0.967	345.8668857	176.584291	-0.976328804	0.0000022	0.0000932
Prmt7	ENSRNOG00000000258	19	38189605	38237308	1	protein_coding	protein arginine methyltransferase 7 	246	195.3	240.7	225.5	253	221.1	222.3	243	256.2	249.7	221.8	212	242.2	235.2	218.2	280.2	239.1	208.2	211	256.7	218.4	233.2167261	231.8709381	-0.00876	0.976	1	240.4989408	242.4759173	0.0124	0.967	1	227.8281345	228.707351	0.00488	0.984	1
Zfp821	ENSRNOG00000000262	19	41941077	41960083	-1	protein_coding	zinc finger protein 821 	202.6	189.7	165.2	145.2	188.6	148.1	179.4	153.8	168.6	145.4	180.6	137.5	192.5	145.1	149.6	174.2	179	184.8	145.4	170.1	159.4	160.6026988	162.410393	0.015223059	0.945	1	167.2576026	179.3201723	0.100460512	0.644	0.885	154.5418945	158.3158739	0.0362	0.885	0.979
Def8	ENSRNOG00000000264	19	56243408	56259196	1	protein_coding	differentially expressed in FDCP 8 homolog 	349.7	284.4	343.3	320.1	327.1	313.4	348.3	248.1	374.1	338.8	337.8	303.3	360.7	321.2	327.8	389.8	341.8	385.2	351.3	338.3	371.8	320.1747535	336.5872424	0.071998824	0.722	1	323.480307	372.2539274	0.202865565	0.313	0.648	326.6333482	353.7882031	0.115	0.567	0.841
Phyhipl	ENSRNOG00000000274	20	19318250	19358719	1	protein_coding	phytanoyl-CoA 2-hydroxylase interacting protein-like 	8.8	45	15.9	25.9	18.5	31.4	10	28.3	23.5	40.5	35.9	20.1	22.3	20.7	7	17	21.8	21.5	16.8	38.8	18.8	25.27050365	16.63281214	-0.582035227	0.077559904	0.768190215	20.59801708	20.10556665	-0.043545293	1	1	32.17899076	24.79504898	-0.376	0.204	0.514
Fam13c	ENSRNOG00000000275	20	19360230	19479325	-1	protein_coding	"family with sequence similarity 13, member C "	230.6	463.2	306.8	230.6	310.8	308.3	271.4	445.4	437.1	400.8	512.3	461.7	305	271.4	187.6	272.5	410	301.1	337.5	496.5	267.5	283.2075862	254.6612721	-0.15244108	0.448292271	1	384.6340035	327.8681508	-0.231861965	0.250540895	0.577456282	458.2544529	367.1674289	-0.317	0.107	0.346
Tet1	ENSRNOG00000000277	20	27366213	27437427	1	protein_coding	tet methylcytosine dioxygenase 1 	267.3	494.5	312.4	372.9	358	289.1	231.3	332.4	445.6	481.6	408.7	434.4	263.4	215.5	185.2	228.2	238	252.3	216	310.4	279.4	339.9767352	221.385957	-0.618658753	0.00224	0.0725	336.4415329	239.4677563	-0.490984356	0.0156	0.0907	441.5725946	268.6194195	-0.717	0.00035	0.00526
Rtn4ip1	ENSRNOG00000000279	20	48881194	48925081	1	protein_coding	reticulon 4 interacting protein 1 	167.9	128.9	133.9	201.7	192.1	154.2	126.3	90	153.6	99.8	142.6	122.8	142.9	100.7	208.6	155.5	142	145.7	191	195	208.9	182.6538884	150.7243771	-0.279385023	0.189	1	123.2929089	147.6926485	0.260524411	0.229	0.551	121.7433237	198.3037001	0.707	0.000925	0.0111
Prodh1	ENSRNOG00000000281	11	87058616	87075785	1	protein_coding	proline dehydrogenase 1 	90.1	194.6	181.4	139.2	143.2	113.6	127.3	219.7	215.6	159.5	204.3	205.6	149	165.8	158.3	133.4	234.1	137.8	164	202	140.2	132.0022777	157.6881742	0.254664344	0.229	1	187.5027826	168.4340657	-0.158407736	0.469	0.783	189.7888755	168.725375	-0.166	0.426	0.743
Dgcr14	ENSRNOG00000000283	11	87224421	87233326	1	protein_coding	DiGeorge syndrome critical region gene 14 	213.1	169.7	157.4	134.5	172.7	135.9	151.3	138.9	172.9	194.1	184.8	201.4	161.1	159.6	167.1	180.3	172.5	162.3	173.1	169.1	145.8	147.7097407	162.6182999	0.137049659	0.519724707	1	154.3684747	171.691319	0.15351417	0.468938286	0.78309691	193.4723505	162.6895621	-0.25	0.235	0.556
Scarf2	ENSRNOG00000000288	11	87722350	87733734	1	protein_coding	"scavenger receptor class F, member 2 "	716.1	845.2	628	551.9	537.7	610.5	821	674.4	954.1	755.2	870.6	714.7	584.7	560.5	411.2	451.1	627.3	521.1	557.3	597	460.1	566.6777001	518.7815393	-0.126862918	0.516	1	816.5023343	533.1557251	-0.615440883	0.00162	0.0161	780.1523869	538.1099064	-0.535	0.00596	0.0444
Foxo3	ENSRNOG00000000299	20	46428124	46519144	1	protein_coding	forkhead box O3 	1264.4	1603.9	1463.8	1112.6	1172.9	1254.5	1267.6	1385.4	1200.9	1175.5	1468.2	1297	1217	1310.8	1313.1	1105	1571.4	1265.1	1192.3	1498.4	1203.7	1180.001487	1280.286279	0.118	0.54	1	1284.640826	1313.85153	0.0322	0.867	0.977	1313.544254	1298.125506	-0.0166	0.931	0.992
Sesn1	ENSRNOG00000000302	20	46667121	46758305	1	protein_coding	sestrin 1 	759.2	886.8	892.9	1038.1	1083.6	640	465.2	716.1	789.9	624.7	705.4	844.5	935.3	1160.5	1104.9	1272.2	966.3	1304.3	1085.2	1125.3	819.4	920.5688956	1066.903491	0.212	0.269	1	657.058022	1180.909345	0.846	0.0000132	0.000308	724.8611732	1009.976943	0.479	0.0133	0.0806
Cep57l1	ENSRNOG00000000303	20	46610146	46666830	-1	protein_coding	centrosomal protein 57-like 1 	187.3	168.8	166.2	158.6	203.7	139	139.6	158	150.7	144.8	150.9	160.5	186.5	189.6	194.8	186.2	163.9	215.1	211.5	155.2	177.9	167.1061408	190.3055717	0.185	0.371487462	1	149.4274675	188.4225804	0.335	0.118104552	0.371664817	152.0938897	181.5382554	0.255	0.227	0.546
Cd164	ENSRNOG00000000304	20	46250363	46261994	1	protein_coding	CD164 molecule 	2198.2	2653.8	2721.2	3328.4	3357.8	3131.7	3321.4	2981.1	2725.5	2459.1	2232.2	2653.6	2777.5	2996.6	3304.8	3361.4	2323.1	3047.5	3266.6	2593.7	3061.8	3272.645635	3026.326252	-0.113	0.551985074	1	3009.334727	2910.652979	-0.0479	0.800531996	0.951160375	2448.283953	2974.050925	0.281	0.14	0.413
Smpd2	ENSRNOG00000000306	20	46211892	46215120	-1	protein_coding	sphingomyelin phosphodiesterase 2 	235.1	181.1	190.8	156	170.8	154.2	152.4	154.7	151.8	136.6	163.2	158.4	170.2	179.2	161.7	142.2	171.3	170.1	170.7	168.1	132.1	160.3165855	170.4055512	0.087489681	0.685402322	1	152.9755582	161.2071096	0.074666923	0.725300162	0.920714845	152.7448691	156.9789399	0.0418	0.861	0.973
Mical1	ENSRNOG00000000307	20	46199981	46211930	1	protein_coding	"microtubule associated monooxygenase, calponin and LIM domain containing 1 "	428.9	373.7	354.7	321.9	335.8	309.3	336.8	279	423.4	351.3	355.2	329.5	312.1	347	274.8	308.9	329.6	315.8	339.2	292.5	264.8	322.339042	311.3200838	-0.050228178	0.807	1	346.3780968	318.0889843	-0.123195985	0.544	0.833	345.3464772	298.82948	-0.209	0.3	0.63
Zbtb24	ENSRNOG00000000308	20	46168177	46189806	1	protein_coding	zinc finger and BTB domain containing 24 	235.6	235.2	236.4	240.8	244.2	218.1	225.8	213.4	265.1	208.3	238.2	228.7	219.9	234.2	267.7	230.9	218.4	229.8	213.1	213.9	216	234.3453403	240.6169236	0.037234826	0.854	1	234.7440834	226.3443348	-0.052381445	0.804	0.952	225.0688856	214.341472	-0.0695	0.734	0.929
Fig4	ENSRNOG00000000312	20	45922806	46044738	-1	protein_coding	FIG4 phosphoinositide 5-phosphatase 	440.7	420.2	409.2	387.7	469.6	409.7	394.4	338.3	380	355	449.7	435.4	461.1	502.5	483.9	371.3	424.6	488.9	440.2	413.9	442.3	422.3340652	482.4814154	0.192	0.33	1	370.8880325	428.2683501	0.207	0.298	0.633	413.3556684	432.1400943	0.065	0.749	0.937
Sec63	ENSRNOG00000000314	20	47494270	47563222	1	protein_coding	"SEC63 homolog, protein translocation regulator "	1006.5	1390.5	1356.6	1408.7	1468.5	1388.4	1487.1	1455.5	1311.1	1170.4	1280.3	1335.7	1324.4	1356.4	1476.9	1497.8	1398.3	1413.7	1544.2	1235.7	1434.4	1421.858252	1385.89174	-0.037050145	0.848	1	1417.896655	1436.594957	0.018986204	0.923	0.994	1262.150185	1404.760895	0.154	0.42	0.738
Sobp	ENSRNOG00000000316	20	47750762	47910375	-1	protein_coding	sine oculis binding protein homolog 	82	153	95	80.2	71.5	94.3	98.4	119.1	123.5	108.1	124.2	129	67.9	74.5	47.9	54.4	86.1	84.1	86.7	88.5	88.9	82.00207472	63.44359993	-0.365437308	0.122	0.932	113.6786602	74.87218502	-0.606168241	0.00866	0.0586	120.4607095	88.05782992	-0.449	0.0457	0.194
Cd24	ENSRNOG00000000321	20	48335540	48340846	1	protein_coding	CD24 molecule 	770	484.4	817.9	578.2	929	753.5	644.6	464.7	631.7	459.2	499	574.9	648.5	574.1	761.5	1022.9	660.7	770.4	640.8	692.5	778.2	753.5765718	661.3729275	-0.188678275	0.332	1	580.3269875	817.9846177	0.495716297	0.011	0.0703	511.0501169	703.8082823	0.462	0.018	0.101
Atg5	ENSRNOG00000000322	20	49318308	49393140	1	protein_coding	autophagy related 5 	196.6	187.8	176.3	195.3	187.1	192.7	199.4	177.8	180	180	178.7	206.6	196.6	196.9	187.2	214.8	178	184.8	196.6	174.1	187.1	191.691661	193.5436918	0.014	0.953176877	1	185.7172855	192.5424551	0.0532	0.806111231	0.953054091	188.427192	185.9276624	-0.019	0.941	0.995
Prdm1	ENSRNOG00000000323	20	49464919	49556518	-1	protein_coding	PR/SET domain 1 	60.5	43.5	68.9	77.8	58.1	64.9	37.1	63.7	46.2	41.1	66.6	42.1	71.9	47.7	52.2	70.2	77.5	83.1	83.9	61.7	69.4	66.93067684	57.26568601	-0.223	0.362	1	48.99003794	76.942697	0.648	0.00913	0.061	49.92254283	71.66374074	0.525	0.0329	0.155
Hace1	ENSRNOG00000000327	20	50652745	50783937	1	protein_coding	"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1 "	228.2	321.6	322	302.2	287.2	336.7	299.1	317.5	334.9	277.9	302.9	314.7	292.8	272.5	265.8	286.6	318.6	287.4	293.9	307.4	285.4	308.7093056	277.0587241	-0.15542808	0.445138607	1	317.155703	297.5332171	-0.09247074	0.650158403	0.88792484	298.5045139	295.5856404	-0.0133	0.949	0.998
RGD1304704	ENSRNOG00000000340	15	4882947	4893919	1	protein_coding	similar to Hypothetical protein CGI-99 	898.2	869.7	832.9	818.4	831.6	900.5	728	838.8	810.6	810.9	839.9	824.8	788.4	863.1	802.8	867.8	799.1	849.6	803.3	820.8	772.8	850.1975071	818.0803923	-0.055462533	0.775	1	792.4440007	838.8250176	0.082135233	0.673	0.9	825.1865334	798.9557496	-0.0465	0.811	0.96
Nid2	ENSRNOG00000000341	15	4894213	4951917	-1	protein_coding	nidogen 2 	897.7	1370.8	930.1	758.6	719.1	958.3	1025.8	1143.9	1337.6	868	791.7	968.4	662.7	841.2	548.5	396.3	461.6	469.3	506	572.1	486.4	812.0187132	684.1305438	-0.246657138	0.202	1	1169.080341	442.4008077	-1.40207274	1.06E-12	1.79E-10	876.0172352	521.4967735	-0.747873027	0.000124	0.00234
Grik2	ENSRNOG00000000368	20	53789760	54517709	-1	protein_coding	glutamate ionotropic receptor kainate type subunit 2 	18.8	57.1	48.8	29.2	38.8	43.6	46.5	66.3	66.2	57.3	61.6	40	21.3	24.9	23.3	14.4	15.4	27.4	13.6	40.8	37.8	37.18766009	23.13197835	-0.681	0.018687778	0.343686804	59.66942702	19.0655734	-1.64	9.92E-09	0.000000686	52.94600361	30.73899102	-0.777	0.00387	0.0319
Ctnna3	ENSRNOG00000000373	20	25064702	25826658	-1	protein_coding	catenin alpha 3 	41.2	89.5	44.9	57.2	42.2	57.8	82.9	93.9	95.5	111.6	115	91.4	32.4	40.3	20.2	29.6	54.3	46.9	41.5	81.6	46.5	52.3836238	30.99078014	-0.748	0.004322228	0.121069871	90.7751961	43.62409245	-1.06	0.0000187	0.000409342	105.9683865	56.54129288	-0.899	0.000119828	0.002271087
Ctnna3	ENSRNOG00000000378	20	26516836	26589209	-1	protein_coding	catenin alpha 3 	22.3	73.4	32.6	32.8	36.2	48.6	45.5	69.8	75.1	84.7	84.2	57.9	29.4	37.2	18	17.5	44.4	31.3	36.7	58.7	42.9	39.20678238	28.20134739	-0.465441935	0.097171028	0.840374399	63.42981522	31.06928998	-1.042041398	0.00012711	0.002029277	75.55872771	46.08131771	-0.711	0.00395	0.0325
Pbld1	ENSRNOG00000000386	20	27103317	27117663	-1	protein_coding	phenazine biosynthesis-like protein domain containing 1 	8.2	12.3	20.9	22.3	25.5	16.3	11.7	5.9	11.2	7.6	24.6	17.8	10.1	4.2	9.9	9.6	6.6	4.9	10.5	10.9	8.2	21.37016234	8.071067833	-1.402038471	0.000338	0.0169	9.594712937	7.011306515	-0.433173076	0.425	0.746	16.66444758	9.884840543	-0.701	0.0541	0.218
Slc25a16	ENSRNOG00000000387	20	27254984	27308069	-1	protein_coding	solute carrier family 25 member 16 	389.3	403	479.1	458.3	445.4	447.2	412.2	404.6	404.8	416.3	371.7	416.5	462.1	454.9	494.8	488.6	407.3	461.5	467.1	412.9	473.4	450.3278821	470.6044175	0.0634	0.74979941	1	407.2058009	452.4417762	0.152	0.444838431	0.763821597	401.5318555	451.1375386	0.167	0.397	0.724
Supv3l1	ENSRNOG00000000392	20	32057454	32080088	-1	protein_coding	Suv3 like RNA helicase 	198	228.6	209.6	200.5	239.7	205.9	238.5	208.8	231.6	239.2	223.9	251.8	210.8	209.3	247.8	220.7	204.2	206.3	206.1	215.9	205.6	215.3591665	222.6489583	0.046973353	0.818	1	226.2753235	210.3751969	-0.104569166	0.618	0.873	238.2852179	209.2284999	-0.187	0.363	0.694
Srgn	ENSRNOG00000000394	20	32120320	32139789	-1	protein_coding	serglycin 	53.4	52.1	68.9	114.6	73	76.1	102.1	81.4	58.9	84.5	85.2	101.7	62.8	61.2	74	89.8	139.3	99.7	96.8	58.7	91	87.87977858	66.01112531	-0.412904364	0.0818	0.791	80.79942857	109.5968157	0.436941109	0.0576	0.23	90.47672252	82.16621514	-0.141	0.558	0.836
Kif1bp	ENSRNOG00000000395	20	32191734	32211453	-1	protein_coding	KIF1 binding protein 	357.1	366.1	391.2	351.3	336.3	371.2	343.9	370.1	363.1	379.7	380.9	364.1	375.9	318.2	385.2	353.4	434.2	369.5	380.6	390	374.3	352.9124485	359.7645431	0.02786377	0.894	1	359.0533289	385.717663	0.102786808	0.608	0.87	374.9316166	381.623354	0.0254	0.902	0.984
Ddx50	ENSRNOG00000000396	20	32239748	32269145	-1	protein_coding	DExD-box helicase 50 	521	631.7	664.3	718.7	653.8	685.6	737	763.1	646.7	590.3	583.2	632.7	633.3	659	712.9	686.7	629.9	672.7	673.3	625.8	691.7	686.0349023	668.4244717	-0.037552412	0.849	1	715.6236315	663.080384	-0.109797609	0.573	0.851	602.0524507	663.5953814	0.14	0.472	0.777
Ccar1	ENSRNOG00000000397	20	32373443	32416044	-1	protein_coding	cell division cycle and apoptosis regulator 1 	493.8	633.7	586.4	654.6	515.9	680.5	635.5	656.6	614	556	538	547.7	552.3	552.3	580.1	606	581.8	608.1	655.6	648.7	590.4	616.9889524	561.5593481	-0.13541222	0.48759355	1	635.3793098	598.637243	-0.085805708	0.66191774	0.894527694	547.2628953	631.568781	0.207	0.29	0.622
Zufsp	ENSRNOG00000000398	20	32471672	32501722	-1	protein_coding	zinc finger with UFM1-specific peptidase domain 	150.2	173.5	213.7	182.7	224.9	172.4	193.6	176.6	188.9	227.5	177.7	184.7	204.7	199	250	199.1	194.3	196.5	223.4	206.9	186.2	193.327389	217.8914447	0.170758534	0.406371422	1	186.3769486	196.6541458	0.077650108	0.720497106	0.917842638	196.6270952	205.5204071	0.0613	0.764	0.943
Dcbld1	ENSRNOG00000000407	20	33359196	33453766	1	protein_coding	"discoidin, CUB and LCCL domain containing 1 "	122	73.8	112.5	106.9	97.6	128.8	94	70.1	65.4	94.5	103.7	97.6	104.4	91.2	101.8	92.7	92.8	91.9	113.4	104.5	96.1	111.0851771	99.14008426	-0.162	0.468	1	76.49692215	92.45549419	0.274	0.239	0.563	98.60476248	104.6369288	0.0863	0.718	0.923
Gopc	ENSRNOG00000000408	20	33471351	33521311	-1	protein_coding	golgi associated PDZ and coiled-coil motif containing 	375.4	514.1	529.3	480.6	401.4	545.6	571.6	558.1	484.8	499.8	490.8	471.2	507.7	441.5	482.7	471.2	495.4	432.1	471.8	399	483.7	475.8707942	477.282679	0.004888468	0.987	1	538.1395002	466.2530409	-0.206816174	0.294	0.629	487.23741	451.4890521	-0.111	0.579	0.848
Nus1	ENSRNOG00000000411	20	33557052	33584010	1	protein_coding	NUS1 dehydrodolichyl diphosphate synthase subunit 	526.1	594.7	664.2	692.8	635.6	693.7	819.1	671.7	553.6	610.6	586.3	544.6	582.7	679.7	708.5	737.5	625.5	653.1	722.4	675.5	693	674.0359704	656.9534687	-0.037037157	0.851	1	681.4593272	672.0464027	-0.019654249	0.921	0.994	580.5005057	696.979341	0.263	0.176	0.474
Slc35f1	ENSRNOG00000000412	20	34258791	34420824	1	protein_coding	"solute carrier family 35, member F1 "	17.2	44.7	41	33.1	25	28.4	53.1	49.4	53.9	53	36	46.2	15.2	20.7	18.8	7.2	29.1	20.5	20.3	33.8	31.1	28.84898612	18.24014063	-0.657663651	0.037518706	0.521172653	52.1478433	18.97207414	-1.476179292	0.000000617	0.0000242	45.03909057	28.40301477	-0.666	0.0158	0.0918
